pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbeccen,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_dist,planet_type
Kepler-875 b,Kepler-875,1,1,Transit,2016,27.5073799,,,2.9,,,,,5958.0,1.11,1.06,0.03,[Fe/H],4.38,1242.62,Neptune-like
Kepler-876 b,Kepler-876,1,1,Transit,2016,5.14438011,,,1.43,,,,,5060.0,0.77,0.81,-0.03,[Fe/H],4.58,820.913,Super Earth
Kepler-877 b,Kepler-877,1,1,Transit,2016,18.45847097,,,2.12,,,,,5261.0,0.81,0.85,-0.06,[Fe/H],4.56,602.176,Neptune-like
Kepler-878 b,Kepler-878,1,1,Transit,2016,25.9422033,,,1.93,,,,,5044.0,0.77,0.81,-0.03,[Fe/H],4.58,791.625,Super Earth
Kepler-879 b,Kepler-879,1,1,Transit,2016,33.3855938,,,2.57,,,,,5792.0,1.02,1.02,0.05,[Fe/H],4.42,802.672,Neptune-like
Kepler-88 d,KOI-142,1,3,Radial Velocity,2020,1403.0,0.41,,,965.147,,,,5466.0,0.9,0.99,0.27,[Fe/H],,376.863,Gas Giant
Kepler-880 b,Kepler-880,1,1,Transit,2016,7.71468975,,,2.66,,,,,6761.0,1.74,1.46,0.03,[Fe/H],4.12,601.324,Neptune-like
Kepler-881 b,Kepler-881,1,1,Transit,2016,4.44448017,,,1.78,,,,,5961.0,1.09,1.06,0.0,[Fe/H],4.39,1375.18,Super Earth
Kepler-882 b,Kepler-882,1,1,Transit,2016,3.98953967,,,1.23,,,,,5476.0,0.87,0.9,-0.03,[Fe/H],4.52,504.605,Super Earth
Kepler-883 b,Kepler-883,1,1,Transit,2016,12.98495573,,,1.78,,,,,6116.0,1.09,1.06,-0.13,[Fe/H],4.4,627.455,Super Earth
Kepler-884 b,Kepler-884,1,1,Transit,2016,5.69919514,,,1.23,,,,,5715.0,0.94,1.0,0.05,[Fe/H],4.49,476.733,Super Earth
Kepler-885 b,Kepler-885,1,1,Transit,2016,18.11472949,,,2.5,,,,,6187.0,1.35,1.21,0.11,[Fe/H],4.26,651.318,Neptune-like
Kepler-886 b,Kepler-886,1,1,Transit,2016,6.24146367,,,1.52,,,,,6098.0,1.16,1.1,-0.01,[Fe/H],4.35,711.297,Super Earth
Kepler-887 b,Kepler-887,1,2,Transit,2016,20.42228798,,,1.84,,,,,6194.0,1.29,1.19,0.08,[Fe/H],4.29,886.588,Super Earth
Kepler-887 c,Kepler-887,1,2,Transit,2016,7.63846023,,,1.13,,,,,6194.0,1.29,1.19,0.08,[Fe/H],4.29,886.588,Super Earth
Kepler-888 b,Kepler-888,1,1,Transit,2016,70.6979061,,,1.76,,,,,5875.0,0.9,0.97,-0.21,[Fe/H],4.52,420.817,Super Earth
Kepler-889 b,Kepler-889,1,1,Transit,2016,3.744439,,,1.09,,,,,5961.0,1.25,1.14,0.19,[Fe/H],4.3,598.313,Super Earth
Kepler-890 b,Kepler-890,1,1,Transit,2016,52.75875577,,,8.89,,,,,5954.0,1.13,1.09,0.09,[Fe/H],4.37,1712.12,Gas Giant
Kepler-891 b,Kepler-891,1,1,Transit,2016,53.44945593,,,6.41,,,,,5887.0,1.07,1.06,0.09,[Fe/H],4.41,2340.58,Neptune-like
Kepler-892 b,Kepler-892,1,1,Transit,2016,13.7521072,,,2.81,,,,,4747.0,0.72,0.75,-0.04,[Fe/H],4.61,570.727,Neptune-like
Kepler-893 b,Kepler-893,1,1,Transit,2016,6.33855761,,,3.03,,,,,5820.0,0.99,1.0,-0.03,[Fe/H],4.45,1285.59,Neptune-like
Kepler-894 b,Kepler-894,1,1,Transit,2016,9.803224,,,2.78,,,,,5603.0,0.85,0.87,-0.25,[Fe/H],4.53,1162.91,Neptune-like
Kepler-895 b,Kepler-895,1,1,Transit,2016,2.80624233,,,1.54,,,,,4315.0,0.61,0.65,-0.16,[Fe/H],4.67,540.134,Super Earth
Kepler-896 b,Kepler-896,1,1,Transit,2016,144.547396,,,2.53,,,,,5262.0,0.81,0.84,-0.1,[Fe/H],4.56,2334.93,Neptune-like
Kepler-897 b,Kepler-897,1,1,Transit,2016,8.0472642,,,2.39,,,,,5839.0,1.04,1.03,0.04,[Fe/H],4.41,1519.25,Neptune-like
Kepler-898 b,Kepler-898,1,1,Transit,2016,5.8706191,,,1.49,,,,,4223.0,0.62,0.65,-0.06,[Fe/H],4.66,484.891,Super Earth
Kepler-899 b,Kepler-899,1,1,Transit,2016,19.17891293,,,2.68,,,,,5595.0,0.91,0.93,-0.06,[Fe/H],4.49,1246.43,Neptune-like
Kepler-9 b,Kepler-9,1,3,Transit,2010,19.23891,0.0609,0.143,8.29,43.4,,,,5774.0,0.96,1.02,0.05,[Fe/H],4.49,628.257,Gas Giant
Kepler-9 c,Kepler-9,1,3,Transit,2010,38.9853,0.06691,0.227,8.08,29.9,,,,5774.0,0.96,1.02,0.05,[Fe/H],4.49,628.257,Neptune-like
Kepler-9 d,Kepler-9,1,3,Transit,2010,1.592851,,0.0273,1.64,,,2026.0,,5777.0,1.02,1.07,0.12,[Fe/H],4.49,628.257,Super Earth
Kepler-90 i,KOI-351,1,8,Transit,2017,14.44912,,,1.32,,,709.0,,6015.0,1.29,1.12,0.098,[M/H],4.27,848.254,Super Earth
Kepler-900 b,Kepler-900,1,1,Transit,2016,6.9913086,,,2.08,,,,,4836.0,0.73,0.78,-0.01,[Fe/H],4.6,487.525,Super Earth
Kepler-901 b,Kepler-901,1,1,Transit,2016,3.51749439,,,1.37,,,,,4184.0,0.57,0.59,-0.3,[Fe/H],4.7,253.867,Super Earth
Kepler-902 b,Kepler-902,1,1,Transit,2016,40.1099547,,,2.54,,,,,5647.0,0.93,0.95,0.0,[Fe/H],4.49,1165.34,Neptune-like
Kepler-903 b,Kepler-903,1,2,Transit,2016,10.3507721,,,2.01,,,,,5682.0,0.97,0.98,0.05,[Fe/H],4.46,1369.24,Super Earth
Kepler-903 c,Kepler-903,1,2,Transit,2016,62.9228557,,,2.53,,,,,5682.0,0.97,0.98,0.05,[Fe/H],4.46,1369.24,Neptune-like
Kepler-904 b,Kepler-904,1,1,Transit,2016,3.02166863,,,1.77,,,,,6160.0,1.25,1.16,0.05,[Fe/H],4.31,978.125,Super Earth
Kepler-905 b,Kepler-905,1,1,Transit,2016,5.08274652,,,1.41,,,,,5461.0,0.86,0.95,0.09,[Fe/H],4.55,529.268,Super Earth
Kepler-906 b,Kepler-906,1,1,Transit,2016,41.6979976,,,2.11,,,,,6035.0,1.02,1.06,-0.09,[Fe/H],4.45,757.791,Neptune-like
Kepler-907 b,Kepler-907,1,1,Transit,2016,15.86621821,,,1.2,,,,,6106.0,1.38,1.08,-0.15,[Fe/H],4.19,,Super Earth
Kepler-908 b,Kepler-908,3,1,Transit,2016,1.34059747,,,1.22,,,,,5973.0,1.12,1.11,0.15,[Fe/H],4.38,290.843,Super Earth
Kepler-909 b,Kepler-909,1,1,Transit,2016,13.93290318,,,1.47,,,,,6154.0,1.23,1.17,0.08,[Fe/H],4.33,309.596,Super Earth
Kepler-91 b,Kepler-91,1,1,Transit,2013,6.24658,,0.0731,15.323,257.4423,,2040.0,,4550.0,6.3,1.31,0.11,[Fe/H],2.95,1294.69,Gas Giant
Kepler-910 b,Kepler-910,1,1,Transit,2016,2.36436901,,,0.82,,,,,6230.0,1.5,1.26,0.12,[Fe/H],4.19,400.289,Terrestrial
Kepler-911 b,Kepler-911,1,1,Transit,2016,20.310501,,,2.6,,,,,6112.0,1.99,1.34,0.03,[Fe/H],3.97,556.168,Neptune-like
Kepler-912 b,Kepler-912,1,1,Transit,2016,2.53475627,,,2.8,,,,,5998.0,1.11,1.07,0.02,[Fe/H],4.37,2004.72,Neptune-like
Kepler-913 b,Kepler-913,1,2,Transit,2016,10.29672521,,,2.06,,,,,4687.0,0.61,0.63,-0.52,[Fe/H],4.67,991.618,Super Earth
Kepler-913 c,Kepler-913,1,2,Transit,2021,5.93911982,,,3.858,,,,,6068.0,1.8,1.29,0.16,[Fe/H],4.04,991.618,Neptune-like
Kepler-914 b,Kepler-914,1,1,Transit,2016,4.40966548,,,1.38,,,,,5877.0,1.15,1.1,0.22,[Fe/H],4.36,753.723,Super Earth
Kepler-915 b,Kepler-915,1,1,Transit,2016,4.59489604,,,1.5,,,,,6173.0,1.38,1.21,0.08,[Fe/H],4.24,849.036,Super Earth
Kepler-916 b,Kepler-916,1,1,Transit,2016,32.2968798,,,1.76,,,,,5248.0,0.81,0.85,-0.05,[Fe/H],4.56,830.712,Super Earth
Kepler-917 b,Kepler-917,1,1,Transit,2016,2.97041437,,,1.91,,,,,5418.0,0.76,0.8,-0.38,[Fe/H],4.58,3460.51,Super Earth
Kepler-918 b,Kepler-918,1,1,Transit,2016,4.85386933,,,1.74,,,,,6028.0,1.14,1.11,0.06,[Fe/H],4.37,1025.03,Super Earth
Kepler-919 b,Kepler-919,1,1,Transit,2016,11.04603384,,,2.25,,,,,6113.0,1.21,1.15,0.07,[Fe/H],4.33,1119.87,Neptune-like
Kepler-92 b,Kepler-92,1,3,Transit,2013,13.749,,,3.51,64.3,,,,,1.7,1.21,,,4.05,477.992,Gas Giant
Kepler-92 c,Kepler-92,1,3,Transit,2013,26.723,,,2.6,6.1,,,,,1.7,1.21,,,4.05,477.992,Neptune-like
Kepler-92 d,Kepler-92,1,3,Transit,2015,49.3568,0.07,,2.067,,,,,5904.34,1.82,1.07,0.138,[M/H],3.95,477.992,Super Earth
Kepler-920 b,Kepler-920,1,2,Transit,2016,6.53192704,,,2.42,,,,,5403.0,0.85,0.89,0.0,[Fe/H],4.54,1001.68,Neptune-like
Kepler-920 c,Kepler-920,1,2,Transit,2016,100.8274113,,,3.8,,,,,5403.0,0.85,0.89,0.0,[Fe/H],4.54,1001.68,Neptune-like
Kepler-921 b,Kepler-921,1,1,Transit,2016,51.300634,,,2.87,,,,,5663.0,0.91,0.93,-0.12,[Fe/H],4.5,934.49,Neptune-like
Kepler-922 b,Kepler-922,1,1,Transit,2016,0.93846683,,,1.42,,,,,5671.0,0.93,0.95,-0.05,[Fe/H],4.48,536.323,Super Earth
Kepler-923 b,Kepler-923,1,1,Transit,2016,6.93366476,,,1.38,,,,,5988.0,1.26,1.11,0.07,[Fe/H],4.28,1000.28,Super Earth
Kepler-924 b,Kepler-924,1,1,Transit,2016,61.0370117,,,3.07,,,,,6167.0,1.23,1.14,0.01,[Fe/H],4.32,1053.04,Neptune-like
Kepler-925 b,Kepler-925,1,1,Transit,2016,33.8678531,,,2.34,,,,,4673.0,0.72,0.77,0.12,[Fe/H],4.62,611.115,Neptune-like
Kepler-926 b,Kepler-926,1,1,Transit,2016,52.0688601,,,2.31,,,,,5806.0,1.01,1.01,0.03,[Fe/H],4.43,921.361,Neptune-like
Kepler-927 b,Kepler-927,1,1,Transit,2016,9.1149903,,,1.72,,,,,5743.0,0.99,0.99,0.03,[Fe/H],4.45,831.685,Super Earth
Kepler-928 b,Kepler-928,1,1,Transit,2016,3.9324613,,,1.59,,,,,4700.0,0.7,0.73,-0.11,[Fe/H],4.62,508.809,Super Earth
Kepler-929 b,Kepler-929,1,1,Transit,2016,0.92103214,,,1.11,,,,,5869.0,1.02,1.01,-0.04,[Fe/H],4.42,1311.23,Super Earth
Kepler-93 b,Kepler-93,1,2,Transit,2014,4.72674,0.0,,1.569,4.54426,,,,5669.0,0.98,1.09,-0.18,[Fe/H],4.47,95.9115,Super Earth
Kepler-93 c,Kepler-93,1,2,Radial Velocity,2014,1460.0,,,,954.0,,,,5669.0,0.92,0.91,-0.18,[Fe/H],4.47,95.9115,Gas Giant
Kepler-930 b,Kepler-930,1,1,Transit,2016,71.4517775,,,2.13,,,,,6335.0,1.4,1.25,0.04,[Fe/H],4.24,848.396,Neptune-like
Kepler-931 b,Kepler-931,1,1,Transit,2016,8.03755877,,,1.33,,,,,5241.0,0.81,0.86,-0.01,[Fe/H],4.55,,Super Earth
Kepler-932 b,Kepler-932,1,1,Transit,2016,1.9214374,,,1.37,,,,,5331.0,0.84,0.87,-0.01,[Fe/H],4.54,465.612,Super Earth
Kepler-933 b,Kepler-933,1,1,Transit,2016,14.20443009,,,2.46,,,,,5346.0,0.84,0.87,-0.02,[Fe/H],4.54,1017.2,Neptune-like
Kepler-934 b,Kepler-934,1,1,Transit,2016,55.6738309,,,2.09,,,,,5001.0,0.77,0.81,0.01,[Fe/H],4.59,608.738,Super Earth
Kepler-935 b,Kepler-935,1,1,Transit,2016,4.88083852,,,1.35,,,,,4830.0,0.73,0.78,-0.01,[Fe/H],4.61,471.782,Super Earth
Kepler-936 b,Kepler-936,1,1,Transit,2016,10.56134221,,,1.45,,,,,5482.0,0.89,0.92,0.05,[Fe/H],4.51,823.399,Super Earth
Kepler-937 b,Kepler-937,1,2,Transit,2016,67.668827,,,3.72,,,,,6095.0,1.22,1.15,0.08,[Fe/H],4.32,1571.46,Neptune-like
Kepler-937 c,Kepler-937,1,2,Transit,2016,153.343364,,,2.67,,,,,6095.0,1.22,1.15,0.08,[Fe/H],4.32,1571.46,Neptune-like
Kepler-938 b,Kepler-938,1,1,Transit,2016,52.6298417,,,2.22,,,,,5533.0,0.89,0.92,-0.03,[Fe/H],4.51,1182.05,Neptune-like
Kepler-939 b,Kepler-939,1,1,Transit,2016,14.878296,,,1.75,,,,,5471.0,0.85,0.88,-0.12,[Fe/H],4.54,2093.62,Super Earth
Kepler-94 b,Kepler-94,1,2,Transit,2014,2.50806,,,3.51,10.84,,,,4781.0,0.76,0.81,0.34,[Fe/H],4.59,191.904,Neptune-like
Kepler-94 c,Kepler-94,1,2,Radial Velocity,2014,820.3,,,,3126.0,,,,4781.0,0.76,0.81,0.34,[Fe/H],4.59,191.904,Gas Giant
Kepler-940 b,Kepler-940,1,1,Transit,2016,59.6225257,,,3.34,,,,,5769.0,0.96,0.97,-0.08,[Fe/H],4.47,1260.78,Neptune-like
Kepler-941 b,Kepler-941,1,1,Transit,2016,17.42395198,,,3.08,,,,,5539.0,0.86,0.89,-0.15,[Fe/H],4.53,1088.36,Neptune-like
Kepler-942 b,Kepler-942,1,1,Transit,2016,44.96417488,,,2.13,,,,,4861.0,0.75,0.81,0.09,[Fe/H],4.59,216.354,Neptune-like
Kepler-943 b,Kepler-943,1,1,Transit,2016,49.7701438,,,5.93,,,,,5612.0,0.91,0.93,-0.07,[Fe/H],4.5,2300.53,Neptune-like
Kepler-944 b,Kepler-944,1,1,Transit,2016,43.3167737,,,2.63,,,,,5409.0,0.83,0.86,-0.11,[Fe/H],4.54,1349.43,Neptune-like
Kepler-945 b,Kepler-945,1,1,Transit,2016,31.0033814,,,2.63,,,,,5718.0,0.97,0.97,-0.01,[Fe/H],4.46,1651.25,Neptune-like
Kepler-946 b,Kepler-946,1,1,Transit,2016,11.79162572,,,1.93,,,,,5665.0,0.93,0.94,-0.09,[Fe/H],4.47,1137.29,Super Earth
Kepler-947 b,Kepler-947,1,1,Transit,2016,26.9644317,,,2.28,,,,,5508.0,0.87,0.9,-0.07,[Fe/H],4.52,1730.78,Neptune-like
Kepler-948 b,Kepler-948,1,1,Transit,2016,7.76846622,,,1.85,,,,,5679.0,0.94,0.96,-0.02,[Fe/H],4.47,868.017,Super Earth
Kepler-949 b,Kepler-949,1,1,Transit,2016,8.6893073,,,2.91,,,,,5403.0,0.86,0.89,0.01,[Fe/H],4.53,486.105,Neptune-like
Kepler-95 b,Kepler-95,1,1,Transit,2014,11.5231,,,3.42,13.0,,,,5699.0,1.41,1.08,0.3,[Fe/H],4.17,445.656,Neptune-like
Kepler-950 b,Kepler-950,1,1,Transit,2016,98.7180406,,,8.98,,,,,5857.0,1.02,1.02,0.02,[Fe/H],4.44,2161.6,Gas Giant
Kepler-951 b,Kepler-951,2,1,Transit,2016,71.52530845,,,5.59,,,,,4834.0,0.73,0.77,-0.01,[Fe/H],4.6,382.509,Neptune-like
Kepler-952 b,Kepler-952,1,1,Transit,2016,130.3546919,,,7.65,,,,,5730.0,0.99,1.0,0.06,[Fe/H],4.45,1304.25,Gas Giant
Kepler-953 b,Kepler-953,1,2,Transit,2016,88.40655258,,,4.21,,,,,5416.0,0.99,0.95,0.26,[Fe/H],4.42,258.893,Neptune-like
Kepler-953 c,Kepler-953,1,2,Transit,2016,9.10967112,,,1.19,,,,,5416.0,0.99,0.95,0.26,[Fe/H],4.42,258.893,Super Earth
Kepler-954 b,Kepler-954,1,1,Transit,2016,16.78176602,,,2.32,,,,,4990.0,0.76,0.82,0.02,[Fe/H],4.59,215.814,Neptune-like
Kepler-955 b,Kepler-955,1,1,Transit,2016,14.53244172,,,3.13,,,,,5350.0,0.84,0.89,0.02,[Fe/H],4.54,550.383,Neptune-like
Kepler-956 b,Kepler-956,1,1,Transit,2016,5.24867263,,,3.0,,,,,6040.0,1.15,1.1,0.02,[Fe/H],4.36,544.939,Neptune-like
Kepler-957 b,Kepler-957,1,1,Transit,2016,5.90741354,,,5.5,,,,,4963.0,0.75,0.81,-0.01,[Fe/H],4.6,824.688,Neptune-like
Kepler-958 b,Kepler-958,1,1,Transit,2016,9.7678805,,,2.06,,,,,5421.0,0.86,0.91,0.01,[Fe/H],4.53,449.773,Super Earth
Kepler-959 b,Kepler-959,1,1,Transit,2016,14.80074836,,,4.38,,,,,7005.0,2.01,1.6,0.02,[Fe/H],4.04,807.729,Neptune-like
Kepler-96 b,Kepler-96,1,1,Transit,2014,16.2385,,,2.67,8.46,,,,5690.0,1.02,1.0,0.04,[Fe/H],4.42,122.881,Neptune-like
Kepler-960 b,Kepler-960,1,1,Transit,2016,3.12686223,,,2.29,,,,,4755.0,0.72,0.77,0.02,[Fe/H],4.61,284.916,Neptune-like
Kepler-961 b,Kepler-961,1,1,Transit,2016,16.87727414,,,2.55,,,,,5582.0,0.9,0.96,0.05,[Fe/H],4.51,574.314,Neptune-like
Kepler-962 b,Kepler-962,1,1,Transit,2016,12.05707239,,,1.97,,,,,5478.0,0.86,0.93,0.01,[Fe/H],4.54,411.486,Super Earth
Kepler-963 b,Kepler-963,1,1,Transit,2016,9.97683705,,,2.66,,,,,5461.0,0.87,0.91,-0.02,[Fe/H],4.52,771.494,Neptune-like
Kepler-964 b,Kepler-964,1,1,Transit,2016,13.5225106,,,2.12,,,,,5427.0,0.84,0.93,0.03,[Fe/H],4.55,454.626,Neptune-like
Kepler-965 b,Kepler-965,1,1,Transit,2016,134.2527298,,,3.38,,,,,5886.0,1.15,1.05,0.03,[Fe/H],4.33,582.828,Neptune-like
Kepler-966 b,Kepler-966,1,1,Transit,2016,99.747622,,,4.13,,,,,5840.0,1.02,1.02,0.04,[Fe/H],4.43,1027.8,Neptune-like
Kepler-967 b,Kepler-967,1,2,Transit,2016,13.22713379,,,2.35,,,,,5178.0,0.8,0.84,-0.03,[Fe/H],4.56,568.546,Neptune-like
Kepler-967 c,Kepler-967,1,2,Transit,2016,198.7112502,,,3.65,,,,,5178.0,0.8,0.84,-0.03,[Fe/H],4.56,568.546,Neptune-like
Kepler-968 b,Kepler-968,1,3,Transit,2016,3.69298373,,,2.0,,,,,4598.0,0.7,0.76,0.13,[Fe/H],4.63,290.324,Super Earth
Kepler-968 c,Kepler-968,1,3,Transit,2016,5.70940492,,,1.69,,,,,4598.0,0.7,0.76,0.13,[Fe/H],4.63,290.324,Super Earth
Kepler-969 b,Kepler-969,1,2,Transit,2016,34.1731714,,,2.07,,,,,5214.0,0.82,0.92,0.22,[Fe/H],4.57,390.354,Super Earth
Kepler-969 c,Kepler-969,1,2,Transit,2016,1.6829346,,,0.99,,,,,5214.0,0.82,0.92,0.22,[Fe/H],4.57,390.354,Terrestrial
Kepler-97 b,Kepler-97,1,2,Transit,2014,2.58664,,,1.48,3.51,,,,5779.0,0.98,0.94,-0.2,[Fe/H],4.43,400.907,Super Earth
Kepler-97 c,Kepler-97,1,2,Radial Velocity,2014,789.0,,,,344.0,,,,5779.0,0.98,0.94,-0.2,[Fe/H],4.43,400.907,Gas Giant
Kepler-970 b,Kepler-970,2,1,Transit,2016,16.736525,0.34,0.139,2.609,,,,,4290.0,0.71,0.67,0.04,[Fe/H],,331.545,Neptune-like
Kepler-971 b,Kepler-971,1,1,Transit,2016,9.59070716,,,2.13,,,,,5431.0,0.85,0.88,-0.06,[Fe/H],4.54,338.522,Neptune-like
Kepler-972 b,Kepler-972,1,1,Transit,2016,7.03932553,,,4.65,,,,,6146.0,1.22,1.15,0.04,[Fe/H],4.33,1198.03,Neptune-like
Kepler-973 b,Kepler-973,1,1,Transit,2016,49.6077331,,,1.96,,,,,5213.0,0.78,0.86,-0.06,[Fe/H],4.58,328.52,Super Earth
Kepler-974 b,Kepler-974,1,1,Transit,2016,4.19449651,,,1.57,,,,,3687.0,0.5,0.52,0.07,[Fe/H],4.76,134.311,Super Earth
Kepler-975 b,Kepler-975,1,1,Transit,2016,1.97034246,,,1.48,,,,,4897.0,0.75,0.8,0.07,[Fe/H],4.59,426.088,Super Earth
Kepler-976 b,Kepler-976,1,1,Transit,2016,105.9564148,,,3.96,,,,,5232.0,0.83,0.87,0.07,[Fe/H],4.55,1012.41,Neptune-like
Kepler-977 b,Kepler-977,1,1,Transit,2016,26.85328322,,,2.62,,,,,5315.0,0.83,0.87,-0.01,[Fe/H],4.55,568.751,Neptune-like
Kepler-978 b,Kepler-978,1,1,Transit,2016,49.6221509,,,2.99,,,,,6002.0,1.09,1.07,-0.01,[Fe/H],4.38,682.522,Neptune-like
Kepler-979 b,Kepler-979,1,1,Transit,2016,8.0880135,,,2.72,,,,,5310.0,0.83,0.87,-0.02,[Fe/H],4.54,576.503,Neptune-like
Kepler-98 b,Kepler-98,1,1,Transit,2014,1.54168,,,1.99,3.55,,,,5539.0,1.11,0.99,0.18,[Fe/H],4.34,350.315,Neptune-like
Kepler-980 b,Kepler-980,1,1,Transit,2016,11.55102504,,,2.67,,,,,5935.0,1.06,1.05,0.01,[Fe/H],4.41,961.468,Neptune-like
Kepler-981 b,Kepler-981,1,1,Transit,2016,4.46975774,,,2.31,,,,,5718.0,0.96,0.98,0.01,[Fe/H],4.47,878.082,Neptune-like
Kepler-982 b,Kepler-982,1,1,Transit,2016,15.7738221,,,2.25,,,,,6139.0,1.29,1.16,0.05,[Fe/H],4.28,801.479,Neptune-like
Kepler-983 b,Kepler-983,1,1,Transit,2016,60.0855082,,,2.36,,,,,6052.0,1.08,1.13,0.12,[Fe/H],4.42,714.437,Neptune-like
Kepler-984 b,Kepler-984,1,1,Transit,2016,43.0342272,,,2.12,,,,,5610.0,0.93,0.96,0.04,[Fe/H],4.49,460.188,Neptune-like
Kepler-985 b,Kepler-985,1,1,Transit,2016,116.331901,,,2.98,,,,,5434.0,0.85,0.91,0.0,[Fe/H],4.54,679.361,Neptune-like
Kepler-986 b,Kepler-986,1,1,Transit,2016,56.4349938,,,2.36,,,,,5642.0,0.98,0.96,0.04,[Fe/H],4.43,548.364,Neptune-like
Kepler-987 b,Kepler-987,1,1,Transit,2016,105.3033148,,,3.26,,,,,5637.0,0.91,0.97,0.01,[Fe/H],4.51,914.126,Neptune-like
Kepler-988 b,Kepler-988,1,1,Transit,2016,17.76080053,,,2.07,,,,,4005.0,0.53,0.55,-0.32,[Fe/H],4.73,304.889,Super Earth
Kepler-989 b,Kepler-989,1,1,Transit,2016,7.96431535,,,2.21,,,,,5074.0,0.78,0.82,0.01,[Fe/H],4.58,491.978,Neptune-like
Kepler-99 b,Kepler-99,2,1,Transit,2014,4.60358,,,1.48,6.15,,,,4782.0,0.73,0.79,0.18,[Fe/H],4.61,208.369,Super Earth
Kepler-990 b,Kepler-990,1,2,Transit,2016,9.91723428,,,2.6,,,,,5948.0,1.08,1.05,0.01,[Fe/H],4.39,802.163,Neptune-like
Kepler-990 c,Kepler-990,1,2,Transit,2016,0.53835431,,,1.53,,,,,5948.0,1.08,1.05,0.01,[Fe/H],4.39,802.163,Super Earth
Kepler-991 b,Kepler-991,1,1,Transit,2016,82.5342519,,,2.54,,,,,4392.0,0.61,0.64,-0.25,[Fe/H],4.67,389.561,Neptune-like
Kepler-992 b,Kepler-992,1,1,Transit,2016,20.16034462,,,1.62,,,,,4944.0,0.74,0.8,-0.04,[Fe/H],4.6,259.639,Super Earth
Kepler-993 b,Kepler-993,1,1,Transit,2016,22.08557563,,,2.97,,,,,3843.0,0.54,0.57,0.03,[Fe/H],4.72,324.423,Neptune-like
Kepler-994 b,Kepler-994,1,1,Transit,2016,1.15116651,,,1.6,,,,,3934.0,0.54,0.56,-0.13,[Fe/H],4.72,188.158,Super Earth
Kepler-995 b,Kepler-995,1,1,Transit,2016,28.26731672,,,2.7,,,,,5206.0,0.8,0.83,-0.07,[Fe/H],4.57,609.638,Neptune-like
Kepler-996 b,Kepler-996,1,1,Transit,2016,3.77059058,,,1.98,,,,,6014.0,1.14,1.09,0.03,[Fe/H],4.36,1216.58,Super Earth
Kepler-997 b,Kepler-997,1,1,Transit,2016,2.70730672,,,1.36,,,,,6150.0,1.56,1.22,0.05,[Fe/H],4.14,467.568,Super Earth
Kepler-998 b,Kepler-998,1,1,Transit,2016,5.65377733,,,2.32,,,,,6058.0,1.18,1.12,0.07,[Fe/H],4.34,986.364,Neptune-like
Kepler-999 b,Kepler-999,1,1,Transit,2016,5.99185702,,,2.34,,,,,6237.0,1.65,1.29,0.05,[Fe/H],4.11,545.063,Neptune-like
L 168-9 b,L 168-9,1,1,Transit,2020,1.4015,0.21,0.02091,1.39,4.6,,965.0,M1 V,3800.0,0.6,0.62,0.04,[Fe/H],4.04,25.1496,Super Earth
L 98-59 b,L 98-59,1,4,Transit,2019,2.2531136,0.103,0.02191,0.85,0.4,24.7,627.0,M3 V,3415.0,0.3,0.27,-0.46,[Fe/H],4.86,10.6194,Terrestrial
L 98-59 c,L 98-59,1,4,Transit,2019,3.6906777,0.103,0.0304,1.385,2.22,12.8,553.0,M3 V,3415.0,0.3,0.27,-0.46,[Fe/H],4.86,10.6194,Super Earth
L 98-59 d,L 98-59,1,4,Transit,2019,7.4507245,0.074,0.0486,1.521,1.94,5.01,416.0,M3 V,3415.0,0.3,0.27,-0.46,[Fe/H],4.86,10.6194,Super Earth
L 98-59 e,L 98-59,1,4,Radial Velocity,2021,12.796,0.128,0.0717,,3.06,,342.0,M3 V,3415.0,0.3,0.27,-0.46,[Fe/H],4.86,10.6194,Super Earth
LHS 1140 b,LHS 1140,1,2,Transit,2017,24.73694,0.096,0.0957,1.635,6.38,,379.0,,2988.0,0.21,0.19,-0.262,[Fe/H],,14.9861,Super Earth
LHS 1140 c,LHS 1140,1,2,Transit,2018,3.77792,0.274,0.02734,1.169,1.76,,709.0,,2988.0,0.21,0.19,-0.262,[Fe/H],,14.9861,Super Earth
LHS 1478 b,LHS 1478,1,1,Transit,2021,1.9495378,,0.01848,1.242,2.33,,595.0,m3 V,3381.0,0.25,0.24,-0.13,[Fe/H],4.87,18.2276,Super Earth
LHS 1678 b,LHS 1678,2,2,Transit,2021,0.8602322,0.25,0.01251,0.696,0.35,93.2,,M2.0 V,3490.0,0.33,0.34,,,,19.8782,Terrestrial
LHS 1678 c,LHS 1678,2,2,Transit,2021,3.694247,0.22,0.0331,0.982,1.4,13.5,,M2.0 V,3490.0,0.33,0.34,,,,19.8782,Super Earth
LHS 1815 b,LHS 1815,1,1,Transit,2020,3.81433,0.0,0.0404,1.088,8.7,,617.0,M1,3643.0,0.5,0.5,-0.12,[Fe/H],4.77,29.8424,Super Earth
LHS 3844 b,LHS 3844,1,1,Transit,2019,0.46292913,,0.00622,1.303,,70.1,805.0,M5,3036.0,0.19,0.15,,,5.06,14.8846,Super Earth
