sy_snum,sy_pnum,pl_orbper,pl_orbeccen,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,planet_type
1.0,1.0,21.21663,0.68,11.575,12.33,1115.5833,986.0,1154.0,2.5,6040.0,1.55,1.41,0.19,1.0,4.2,Gas Giant
1.0,1.0,323.6,0.21,1.16,12.895,858.1,350.5,1350.5,2.0,4683.0,13.5,2.0,-0.22,1.0,2.48,Gas Giant
1.0,1.0,582.0,0.4,1.7,15.830000000000002,1334.87931,395.4,1390.5,1.0,4308.0,26.6,1.8,-0.28,1.0,1.8,Gas Giant
1.0,1.0,1276.07604009,0.527781,2.306105,13.74,2161.63039,0.55,312.0,1.5,5356.5,0.93,1.0,0.020000000000000004,5.0,4.4399999999999995,Gas Giant
1.0,1.0,298.43,0.11,0.975,13.275,190.06234,233.74,225.5,3.0,5013.0,4.19,1.39,0.0049999999999999906,5.0,3.33,Gas Giant
1.0,1.0,29.01,0.11,9.055,5.73,8.98,45.15,584.0,2.0,5392.0,0.7,0.71,-0.62,1.0,4.64,Neptune-like
1.0,1.0,623.8,0.13,1.42,13.275,276.5121,1.7950000000000002,326.5,2.0,5904.0,1.18,0.98,-0.16,1.0,4.34,Gas Giant
1.0,2.0,6.4898,0.066,0.06296,4.15,5.74,83.5,684.0,1.0,4931.0,0.78,0.79,0.03,1.0,4.44,Neptune-like
1.0,2.0,16.8191,0.111,0.11878,5.73,9.18,23.5,564.0,1.0,4931.0,0.78,0.79,0.03,1.0,4.44,Neptune-like
1.0,1.0,44.505,0.0593,0.246,4.18,15.1,17.65,505.0,1.5,5356.5,0.93,1.0,0.030000000000000006,5.0,4.4399999999999995,Neptune-like
2.0,2.0,410.10001,0.1,1.14,10.695,537.1327,49.0,930.5,2.0,4901.0,3.26,1.7,0.42,1.0,3.64,Gas Giant
2.0,2.0,110.9,0.3,0.5137,15.830000000000002,47.6725,17.0,560.0,2.0,4949.0,2.62,1.47,0.545,1.0,3.65,Gas Giant
3.0,1.0,71.484,0.11,0.34,13.74,2552.1749,456.5,1963.5,2.0,5588.0,1.08,1.24,0.24,1.0,4.46,Gas Giant
1.0,1.0,14.479,0.049,0.1214,4.18,25.74423,1089.0,833.5,2.0,5646.0,1.63,1.14,0.24,1.0,4.48,Neptune-like
1.0,1.0,3.092514,0.022,0.0443,13.275,291.12,1690.0,1776.0,2.0,6168.0,1.33,1.21,0.137,1.0,4.34,Gas Giant
1.0,1.0,213.72,0.081,0.843,10.695,697.31902,49.0,1110.0,3.5,5131.0,4.06,1.75,0.02,5.0,3.54,Gas Giant
1.0,1.0,2278.0,0.148,3.87,12.895,1010.6994,0.32,137.5,3.0,5603.0,3.13,1.49,0.039999999999999994,5.0,3.64,Gas Giant
1.0,1.0,396.03,0.26,1.46,15.475000000000001,6397.9179,22.5,2550.0,2.5,4924.0,8.13,2.2,0.14,1.0,2.96,Gas Giant
2.0,1.0,105.911,0.101,0.343,4.18,12.214,0.275,275.0,0.0,3534.0,0.48,0.48,-0.04,1.0,4.9,Neptune-like
2.0,1.0,510.9,0.107,1.4,10.695,535.54355,49.0,800.5,3.0,4961.0,4.16,1.41,0.305,5.0,3.36,Gas Giant
1.0,1.0,7593.40511644,0.726356,7.420228,10.805,2981.01296,0.125,164.0,1.5,5666.0,0.915,0.94,0.275,5.0,4.51,Gas Giant
1.0,1.0,564.1,0.022,1.592,12.895,807.2882,49.0,826.5,3.5,4945.0,4.71,1.69,0.1215,5.0,3.28,Gas Giant
1.0,2.0,10.28510117,0.224176,0.087639,5.73,10.50968,228.05,711.5,0.5,4576.5,0.815,0.85,0.07,5.0,4.545,Neptune-like
1.0,2.0,28982.41764205,0.194257,17.521435,10.805,3115.44391,0.125,687.5,0.5,4576.5,0.815,0.85,0.045500000000000006,5.0,4.545,Gas Giant
1.0,3.0,9.3743,0.4,0.08,4.15,6.3566,306.25,987.0,0.0,4918.0,0.79,0.63,0.38,1.0,4.45,Neptune-like
1.0,3.0,962.0,0.28,1.76,13.275,203.0,0.645,159.5,1.0,4962.0,0.755,0.78,0.33,1.0,4.37,Gas Giant
1.0,3.0,2172.0,0.48,3.0,10.805,171.0,0.32,150.5,1.0,4962.0,0.755,0.78,0.33,1.0,4.37,Gas Giant
1.0,1.0,956.0,0.26,1.85,12.895,127.132,0.7000000000000001,195.5,2.0,5736.0,1.5,1.03,-0.62,1.0,4.09,Gas Giant
1.0,2.0,624.87403922,0.382509,1.459291,15.830000000000002,1102.03602,1.71,250.0,2.0,5418.0,1.02,1.06,0.075,5.0,4.41,Gas Giant
1.0,2.0,4667.97840705,0.051364,5.581571,10.805,2959.02909,0.125,164.0,2.0,5418.0,1.02,1.06,0.175,5.0,4.41,Gas Giant
1.0,1.0,17.471278,0.28,0.1334,3.55,19.7,58.1,769.0,2.0,5788.0,0.98,1.03,-0.023,1.0,4.5,Neptune-like
1.0,3.0,286.6,0.0,0.94,42.551,98.52681,0.9299999999999999,239.0,1.0,4971.0,4.86,1.35,-0.17,1.0,3.18,Gas Giant
1.0,3.0,484.3,0.0,1.334,8.915,95.34852,0.87,196.5,1.0,4971.0,4.86,1.35,-0.17,1.0,3.18,Gas Giant
1.0,3.0,836.4,0.0,1.92,10.805,143.02278,0.645,159.5,1.0,4971.0,4.86,1.35,-0.17,1.0,3.18,Gas Giant
3.0,1.0,6.83776,0.229,0.077,13.275,321.0083,1295.59,1130.0,3.0,5923.0,2.0,1.3,0.065,5.0,3.92,Gas Giant
2.0,1.0,4.1374354,0.34,0.048,2.6,24.1,162.5,1255.0,1.0,5145.0,0.77,0.86,0.0,1.0,4.54,Neptune-like
1.0,1.0,1019.74,0.251,2.1,13.275,265.70588,1.395,229.5,2.0,6117.0,1.27,1.19,0.12,1.0,4.28,Gas Giant
1.0,2.0,3.0965828,0.0103,0.0426,10.805,166.218,801.45,1406.0,3.5,5790.0,1.15,1.04,0.09,2.0,4.33,Gas Giant
1.0,2.0,3810.0,0.252,4.89,10.695,632.46,0.18,100.0,3.5,5790.0,1.15,1.04,0.09,2.0,4.33,Gas Giant
1.0,1.0,766.0,0.04,1.82,15.830000000000002,1080.622,330.855,420.5,3.0,4940.0,5.13,1.36,0.04,5.0,3.09,Gas Giant
2.0,1.0,461.2,0.137,1.203,13.275,476.72,6.154999999999999,367.5,2.0,5746.0,1.2149999999999999,1.09,0.289,1.0,4.45,Gas Giant
1.0,1.0,14583.81038324,0.034325,11.958319,15.830000000000002,9262.62856,0.125,1364.5,2.0,5791.5,0.975,1.07,0.2375,5.0,4.455,Gas Giant
1.0,2.0,14.288,0.189,0.111,3.965,8.5,158.45,953.0,2.0,5726.0,1.02,0.83,-0.24,1.0,4.41,Neptune-like
1.0,2.0,33.688,0.16,0.197,4.18,7.0,27.9,818.0,2.0,5726.0,1.02,0.83,-0.24,1.0,4.41,Neptune-like
2.0,1.0,2.21857567,0.0,1.3155000000000001,12.666,359.1479,511.5,1709.0,1.5,5052.0,0.75,0.79,-0.02,1.0,4.49,Gas Giant
1.0,1.0,11.72,0.14,0.092,4.18,16.46,228.05,946.5,1.5,4610.0,0.79,0.77,0.16,1.0,4.58,Neptune-like
1.0,1.0,1143.59857585,0.55913,2.405224,15.830000000000002,1726.82637,307.17,627.0,2.5,4613.0,2.315,1.42,0.1515,5.0,4.075,Gas Giant
2.0,2.0,2854.0,0.34,3.9,10.695,572.09113,0.32,150.0,2.0,5840.0,1.105,1.0,0.24,5.0,4.245,Gas Giant
2.0,2.0,17.111,0.237,0.1304,4.18,19.069,76.15,798.5,3.5,5549.0,1.17,0.98,0.19,2.0,4.29,Neptune-like
1.0,1.0,1176.45,0.224,2.231,10.695,630.89255,0.32,229.5,2.0,5656.0,1.38,1.07,0.23,1.0,4.16,Gas Giant
1.0,1.0,4885.0,0.57,5.5,12.895,985.2,0.125,97.5,3.0,5988.0,1.53,0.91,-0.48,1.0,4.02,Gas Giant
1.0,1.0,1603.38923493,0.213427,2.746858,10.805,2968.87379,0.09,679.0,2.0,5791.5,0.975,1.07,0.065,5.0,4.455,Gas Giant
1.0,6.0,8.8803256,0.031,0.0804,3.41,10.0,100.0,880.0,2.0,5348.0,0.94,0.81,-0.15,1.0,4.3,Neptune-like
1.0,6.0,28.579743,0.034,0.1752,3.195,8.0,21.0,600.0,2.0,5348.0,0.94,0.81,-0.15,1.0,4.3,Neptune-like
1.0,6.0,38.353037,0.031,0.2132,2.995,2.8,14.3,540.0,2.0,5348.0,0.94,0.81,-0.15,1.0,4.3,Neptune-like
1.0,6.0,101.12,0.031,0.407,42.551,112.2,3.9,390.0,2.0,5348.0,0.94,0.81,-0.15,1.0,4.3,Gas Giant
1.0,6.0,2200.0,0.1275,3.2,10.695,660.0,0.32,125.0,2.0,5348.0,0.94,0.81,-0.15,1.0,4.3,Gas Giant
1.0,6.0,284.0,0.03,0.812,4.18,13.5,0.99,278.0,2.0,5348.0,0.94,0.81,-0.15,1.0,4.3,Neptune-like
1.0,1.0,24.3556,0.05,0.15,10.805,177.9848,308.3,1228.5,0.5,4976.0,0.74,0.66,0.03,1.0,4.51,Gas Giant
1.0,2.0,74.72,0.13,0.32,4.18,16.9,26.21,355.0,1.5,5166.0,0.795,0.8,-0.04,1.0,4.51,Neptune-like
1.0,2.0,525.8,0.32,1.18,4.18,24.0,0.935,185.0,1.5,5166.0,0.795,0.8,-0.04,1.0,4.51,Neptune-like
1.0,1.0,340.94,0.082,1.063,10.695,666.17168,49.0,976.5,3.0,5041.0,4.41,1.38,-0.009999999999999998,5.0,3.25,Gas Giant
1.0,1.0,13092.18347776,0.251363,11.043187,10.805,3580.0227,0.125,899.5,2.0,5418.0,1.02,1.06,0.2875,5.0,4.41,Gas Giant
2.0,1.0,18.20132,0.01,0.14,15.830000000000002,1264.9634,999.5,1647.5,2.0,5751.0,1.48,1.21,0.05,1.0,4.18,Gas Giant
3.0,1.0,1378.0,0.23,2.51,12.895,1010.6994,0.45000000000000007,253.5,2.0,5879.0,1.42,1.31,0.21,1.0,4.25,Gas Giant
2.0,1.0,3638.0,0.66,5.02,13.74,2192.9,0.125,147.5,2.0,6017.0,1.73,1.29,0.18,1.0,4.24,Gas Giant
1.0,1.0,402.0,0.2,1.1,13.74,2701.54146,307.01,868.5,1.0,4263.0,32.3,1.1,-0.31,1.0,1.4,Gas Giant
2.0,1.0,1333.0,0.48,2.37,12.895,819.97,0.45000000000000007,253.5,2.0,6254.0,1.31,1.28,0.22,1.0,4.31,Gas Giant
2.0,1.0,1035.7,0.22,2.07,13.275,251.0,1.395,229.5,3.0,6150.0,1.22,1.11,-0.2,1.0,4.4,Gas Giant
1.0,1.0,99.62167078,0.373206,0.425988,10.805,42.86581,4.45,384.0,2.0,5695.0,1.225,1.04,-0.13999999999999999,5.0,4.300000000000001,Gas Giant
3.0,1.0,466.2,0.063,1.305,13.275,435.41,1267.0,511.0,3.0,6188.0,1.28,1.36,0.27,1.0,3.425,Gas Giant
1.0,2.0,11.8482,0.36,0.0974,4.18,11.66,355.5,783.0,2.0,5494.0,0.97,0.88,0.04,1.0,4.41,Neptune-like
1.0,2.0,33.9239,0.1,0.1964,4.18,14.44,355.5,648.0,2.0,5494.0,0.97,0.88,0.04,1.0,4.41,Neptune-like
1.0,2.0,606.3,0.087,1.565,13.275,508.21017,49.0,159.5,3.0,4982.0,4.92,1.39,0.06,5.0,3.22,Gas Giant
1.0,2.0,852.5,0.243,1.96,13.275,385.84562,0.645,159.5,3.0,4982.0,4.92,1.39,0.015,5.0,3.22,Gas Giant
2.0,1.0,1260.0,0.22,2.41,12.895,5689.157,22.5,727.5,2.0,5766.0,1.04,1.07,0.3,1.0,4.5,Gas Giant
1.0,2.0,517.8,0.011,1.566,10.695,634.38868,49.0,800.5,1.0,5040.0,6.43,1.91,0.02,1.0,3.11,Gas Giant
1.0,2.0,946.6,0.028,2.342,10.695,592.43512,0.505,159.5,1.0,5040.0,6.43,1.91,0.02,1.0,3.11,Gas Giant
2.0,1.0,3.308958,0.038,0.05208,17.318,323.23311,3440.0,2132.0,2.0,6272.0,2.59,1.72,0.3,1.0,3.85,Gas Giant
1.0,1.0,83460.82019189498,0.1181595,11.111320930003286,14.46,3496.11248,0.125,1040.0,2.0,3885.5,0.65,0.9648561946902654,-0.47,5.0,4.65,Gas Giant
1.0,1.0,0.926118,0.0,0.018,1.72,7.42,3474.0,2141.0,2.0,5596.0,1.13,0.9,-0.07,1.0,4.4,Super Earth
1.0,2.0,512.53519584,0.731843,1.768964,15.830000000000002,1110.49341,187.45499999999998,420.5,5.0,5071.5,13.899999999999999,2.82,-0.135,5.0,3.805,Gas Giant
1.0,2.0,2481.07226962,0.201821,5.068253,13.74,2375.78917,0.04,922.5,5.0,5071.5,13.899999999999999,2.82,0.24,5.0,3.805,Gas Giant
1.0,1.0,1552.9,0.289,2.73,13.74,2479.074,0.55,312.0,2.0,5780.0,1.33,1.12,0.19,1.0,4.390000000000001,Gas Giant
1.0,1.0,1120.0,0.71,2.2,15.830000000000002,1999.1507,0.66,257.5,2.0,5945.0,1.19,1.23,0.3,1.0,4.38,Gas Giant
1.0,3.0,2041.11538546,0.099741,3.183074,15.830000000000002,1553.54852,0.45000000000000007,189.5,2.0,5582.0,0.94,1.03,0.28,5.0,4.529999999999999,Gas Giant
1.0,3.0,34.95875432,0.059476,0.211213,4.18,17.20043,1858.76,856.5,2.0,5582.0,0.94,1.03,-0.034999999999999996,5.0,4.529999999999999,Neptune-like
1.0,3.0,7325.64666214,0.253187,7.444845,12.895,4841.00771,0.125,164.0,2.0,5582.0,0.94,1.03,0.175,5.0,4.529999999999999,Gas Giant
2.0,1.0,1733.0,0.37,2.55,15.830000000000002,73.1009,0.645,129.5,0.0,5026.0,0.78,0.58,-0.19,1.0,4.42,Gas Giant
1.0,1.0,25.33798092,0.145252,0.177326,8.915,123.42834,639.8,1256.5,2.5,5553.5,1.875,1.16,0.0895,5.0,4.005,Gas Giant
1.0,1.0,279.8,0.27,0.896,13.275,435.41,1267.0,1137.0,2.0,6176.0,1.33,1.22,0.19,1.0,4.29,Gas Giant
1.0,1.0,96.045,0.23,0.461,4.18,34.2,7.795,439.5,2.0,5635.0,3.18,1.42,-0.175,5.0,4.02,Neptune-like
1.0,1.0,673.2,0.1,1.74,10.695,647.10188,49.0,417.5,3.0,4842.0,6.12,1.55,0.06999999999999999,5.0,3.22,Gas Giant
1.0,2.0,9350.0,0.14,9.6,14.011,8899.1954,0.125,1429.0,3.0,5660.0,3.235,1.32,0.21500000000000002,5.0,3.675,Gas Giant
1.0,2.0,2090.0,0.41,3.53,16.365,4036.42077,0.09,1182.0,3.0,5660.0,3.235,1.32,0.255,5.0,3.675,Gas Giant
2.0,5.0,5.3135,0.1,0.0529,1.685,1.93,80.5,865.5,1.0,5256.0,0.8200000000000001,0.7,-0.11,1.0,4.37,Super Earth
2.0,5.0,13.8905,0.09,0.1004,5.73,5.33,80.5,599.0,1.0,5256.0,0.8200000000000001,0.7,-0.11,1.0,4.37,Neptune-like
2.0,5.0,29.158,0.11,0.1647,5.73,10.61,80.5,528.5,1.0,5256.0,0.8200000000000001,0.7,-0.11,1.0,4.37,Neptune-like
2.0,5.0,85.5073,0.06,0.3374,4.18,14.03,11.96,462.5,1.0,5256.0,0.8200000000000001,0.7,-0.11,1.0,4.37,Neptune-like
2.0,5.0,597.0643,0.95,1.3649,13.275,472.83,5.154999999999999,303.0,3.5,5782.13,1.13,1.04,-0.054,2.0,4.35,Gas Giant
3.0,2.0,160.07,0.197,0.586,10.805,177.9848,453.53,447.5,2.0,5726.0,0.89,1.05,0.14,1.0,4.415,Gas Giant
3.0,2.0,1155.7,0.27,2.112,13.275,232.0159,0.7000000000000001,191.0,2.0,5710.0,0.9,0.94,-0.020000000000000018,5.0,4.53,Gas Giant
1.0,1.0,16.202159,0.047,0.1163,2.501,14.4,26.5,632.0,1.0,5070.0,0.78,0.8,-0.042,1.0,4.56,Super Earth
1.0,4.0,18.315,0.0,0.1207,1.685,2.7,35.150000000000006,660.0,2.0,5401.0,0.845,0.7,-0.4,1.0,4.22,Super Earth
1.0,4.0,40.114,0.0,0.2036,1.685,2.4,29.5,508.0,2.0,5401.0,0.845,0.7,-0.4,1.0,4.22,Super Earth
1.0,4.0,90.309,0.0,0.3499,1.685,4.8,29.5,388.0,2.0,5401.0,0.845,0.7,-0.4,1.0,4.22,Super Earth
1.0,4.0,147.02,0.29,0.509,1.685,4.77,5.69,256.5,2.0,4985.5,0.7050000000000001,0.81,-0.145,5.0,4.619999999999999,Super Earth
1.0,1.0,130.08,0.24,0.524,10.805,165.265,776.0,1363.5,2.0,6067.0,1.115,1.13,0.022,1.0,4.33,Gas Giant
1.0,1.0,875.5,0.08,2.1,10.805,3146.4,0.09999999999999999,533.0,0.0,4035.0,51.1,1.6,-0.09,1.0,1.4,Gas Giant
1.0,1.0,380.85001,0.75,0.95,13.275,397.2875,20.43,1222.0,0.0,4802.0,0.76,0.39,0.05,1.0,4.26,Gas Giant
1.0,1.0,352.7,0.07,1.05,13.275,444.962,49.0,1222.0,1.0,4860.0,4.98,1.25,0.21,1.0,3.13,Gas Giant
1.0,1.0,3.52474859,0.0,21.7737,15.581,232.0159,1123.5,1588.5,2.0,6091.0,1.19,1.23,0.01,1.0,4.45,Gas Giant
1.0,1.0,649.918,0.24,1.487,10.805,153.1,1.7950000000000002,235.5,2.0,5790.0,1.1099999999999999,1.04,0.133,5.0,4.375,Gas Giant
1.0,1.0,442.19,0.48,1.13,13.275,410.0007,22.150000000000002,494.5,2.0,5538.0,1.07,1.01,0.22,1.0,4.38,Gas Giant
1.0,1.0,354.1,0.028,1.148,10.695,574.63664,49.0,877.0,3.0,4951.0,4.92,1.61,0.26,5.0,3.28,Gas Giant
1.0,1.0,223.8,0.084,0.768,15.830000000000002,1760.76937,3.44,380.0,3.0,6273.0,1.21,1.2,0.18,1.0,4.3,Gas Giant
1.0,1.0,1558.0,0.68,2.656,13.275,212.9461,0.7000000000000001,191.0,2.0,5652.0,1.13,1.03,0.17,1.0,4.49,Gas Giant
1.0,1.0,25.201,0.15,0.143,4.18,13.0,30.25,644.0,1.0,4127.0,0.59,0.61,-0.12,5.0,4.7,Neptune-like
2.0,1.0,2.24571,0.0,0.03,10.805,162.0933,1587.0,1726.0,2.5,6239.0,1.16,1.55,0.18,1.0,4.5,Gas Giant
1.0,1.0,380.7,0.076,1.19,12.895,759.6137,49.0,826.5,3.0,5003.0,5.27,1.56,-0.030000000000000002,5.0,3.31,Gas Giant
2.0,1.0,882.70001,0.42,1.89,15.830000000000002,1773.4914,0.66,257.5,2.0,5979.0,1.51,1.57,0.15,1.0,4.27,Gas Giant
1.0,1.0,17000.0,0.53,13.0,15.830000000000002,1112.39942,0.125,1252.0,2.0,5729.54,1.43,1.05,0.125,1.0,4.14,Gas Giant
1.0,1.0,11.12214173,0.412688,0.099068,3.965,9.51349,500.5,1080.5,2.0,5869.0,1.07,1.05,0.03,5.0,4.4,Neptune-like
1.0,2.0,1.008035,0.0,0.02012,1.745,8.83,284.0,2128.0,2.0,5978.0,1.1,1.07,-0.04,1.0,4.38,Super Earth
1.0,2.0,4.78503,0.0,0.056798,4.18,19.95,284.0,1265.0,2.0,5978.0,1.1,1.07,-0.04,1.0,4.38,Neptune-like
1.0,1.0,84.288,0.4,0.362,15.830000000000002,65.9,283.925,429.0,2.0,5605.0,0.95,0.89,-0.325,5.0,4.22,Gas Giant
2.0,1.0,1854.84423702,0.160903,3.078036,15.475000000000001,6229.26362,22.5,386.5,1.5,5404.0,2.625,1.11,0.26,5.0,3.835,Gas Giant
1.0,4.0,5.75999,0.0,0.057638,1.685,1.819,53.5,664.0,1.0,4935.0,0.73,0.77,-0.1,1.0,4.4,Super Earth
1.0,4.0,7.28243,0.0,0.067393,1.4585,1.72,53.5,598.0,1.0,4935.0,0.73,0.77,-0.1,1.0,4.4,Super Earth
1.0,4.0,10.86499,0.0,0.08799,2.24,2.801,53.5,598.0,1.0,4935.0,0.73,0.77,-0.1,1.0,4.4,Super Earth
1.0,4.0,25.1967,0.0,0.15417,1.685,2.877,53.5,598.0,1.0,4935.0,0.73,0.77,-0.1,1.0,4.4,Super Earth
1.0,2.0,3.93404,0.16,0.05,4.15,6.3566,21.76,821.5,0.5,5110.0,0.85,0.67,0.2,1.0,4.4,Neptune-like
1.0,2.0,567.94,0.49,1.282,8.915,104.3,0.935,185.0,1.0,5113.0,1.26,0.87,0.23,1.0,4.31,Gas Giant
1.0,1.0,1311.0,0.07,2.56,13.275,400.4,0.32,214.5,2.0,5999.0,1.4,1.3,0.244,1.0,4.15,Gas Giant
1.0,1.0,1334.28,0.317,2.497,10.695,706.53609,0.32,214.5,2.0,5909.0,1.39,1.17,0.2,1.0,4.19,Gas Giant
1.0,2.0,35.45,0.09,0.198,5.73,10.26,21.76,570.5,1.5,5103.0,0.76,0.82,-0.16,1.0,4.54,Neptune-like
1.0,2.0,154.43,0.12,0.528,3.965,9.44,5.94,299.0,1.5,5103.0,0.76,0.82,-0.16,1.0,4.54,Neptune-like
1.0,1.0,148.60001,0.38,0.61,13.275,333.7215,136.26500000000001,1355.0,1.5,4639.0,9.83,0.81,-0.17,1.0,2.36,Gas Giant
1.0,1.0,118.45,0.37,0.46,13.275,181.1631,195.64999999999998,813.5,1.5,5399.0,0.93,0.74,0.27,1.0,4.37,Gas Giant
1.0,2.0,22.6786,0.12,0.1455,3.965,8.23,106.5,837.0,2.0,5430.0,0.91,0.8,0.0,1.0,4.37,Neptune-like
1.0,2.0,53.7357,0.07,0.2586,4.18,17.37,106.5,696.5,2.0,5430.0,0.91,0.8,0.0,1.0,4.37,Neptune-like
1.0,2.0,7.12682,0.13,0.08,13.275,413.179,2371.5,1216.5,2.0,5622.0,1.11,1.0,0.36,1.0,4.34,Gas Giant
1.0,2.0,4270.0,0.517,5.32,12.895,826.32,0.18,100.0,3.5,5575.0,1.2,0.98,0.28,2.0,4.27,Gas Giant
1.0,2.0,7.78993,0.1,0.0695,0.892,3.7,53.5,701.0,1.0,4640.0,0.69,0.73,0.003,1.0,4.61,Super Earth
2.0,2.0,1301.36009179,0.310811,2.44502,12.895,4402.88762,0.09,679.0,2.5,5686.5,1.2650000000000001,1.14,-0.095,5.0,4.445,Gas Giant
2.0,2.0,2.52220686,-0.518659,0.037863,4.15,7.35886,365.32,1025.5,2.5,5686.5,1.2650000000000001,1.14,0.146,5.0,4.445,Neptune-like
1.0,1.0,3501.3,0.7621,4.56,15.475000000000001,6865.128,0.175,682.5,2.0,5544.0,1.21,1.03,0.26,1.0,4.51,Gas Giant
1.0,1.0,2560.19774386,0.156249,3.748429,13.275,188.02679,0.32,100.0,2.0,5833.0,1.21,1.08,-0.105,5.0,4.37,Gas Giant
1.0,1.0,225.7,0.3,0.69,13.385,63.566,0.9199999999999999,300.0,1.5,4730.0,0.85,0.76,0.28,1.0,4.46,Gas Giant
1.0,1.0,5478.68860928,0.768077,5.935698,10.805,3099.7758,0.125,164.0,2.0,5318.5,1.16,0.92,0.175,5.0,4.35,Gas Giant
1.0,6.0,3.092926,0.0,0.03876,1.602,4.74,176.2,1015.0,1.5,4699.0,0.78,0.81,0.11,1.0,4.57,Super Earth
1.0,6.0,6.76458,0.062,0.0653,1.511,4.36,62.1,782.0,1.5,4699.0,0.78,0.81,0.11,1.0,4.57,Super Earth
1.0,6.0,46.859,0.138,0.237,1.61,16.17,4.72,410.0,1.5,4699.0,0.78,0.81,0.11,1.0,4.57,Super Earth
1.0,6.0,22.717,0.148,0.1463,1.31,7.3,12.38,523.0,1.5,4699.0,0.78,0.81,0.11,1.0,4.57,Super Earth
1.0,6.0,94.2,0.0,0.3753,3.965,10.80622,19.4,404.0,1.0,4913.0,0.77,0.79,0.08,1.0,4.51,Neptune-like
1.0,6.0,2247.0,0.06,3.11,42.551,108.0622,0.32,150.5,1.0,4913.0,0.77,0.79,0.08,1.0,4.51,Gas Giant
1.0,1.0,275.5,0.11,0.94,13.275,247.90616,0.9199999999999999,246.0,2.0,4831.0,11.22,1.46,-0.2,1.0,2.48,Gas Giant
1.0,1.0,2093.3,0.4,3.2,13.275,317.83,0.32,129.5,1.0,4820.0,2.9,1.0,-0.04,1.0,3.51,Gas Giant
1.0,1.0,6.03607,0.0,0.06356,4.71,16.6,355.5,1073.0,2.0,5527.0,1.03,0.92,0.04,1.0,4.4,Neptune-like
1.0,2.0,3.83482856,0.09145,0.048559,4.18,18.94937,343.02,784.0,2.0,5695.0,1.225,1.04,0.025,5.0,4.300000000000001,Neptune-like
1.0,2.0,4789.87297306,0.810508,5.657321,12.895,5406.99115,0.125,164.0,2.0,5695.0,1.225,1.04,-0.05500000000000001,5.0,4.300000000000001,Gas Giant
1.0,1.0,672.09998,0.14,1.6,12.895,5288.6912,6.605,1554.5,2.5,3787.0,54.92,2.2,-0.25,1.0,1.3,Gas Giant
1.0,1.0,1728.0,0.187,2.729,13.385,63.566,0.7000000000000001,191.0,2.0,5683.0,0.98,0.91,-0.55,1.0,4.42,Gas Giant
1.0,1.0,2266.4,0.054,3.396,13.275,355.33394,0.32,137.5,2.0,5921.0,1.07,1.02,-0.07,1.0,4.36,Gas Giant
1.0,1.0,3724.7,0.51,4.94,13.275,460.8,0.18,100.0,3.0,5940.0,1.24,1.16,0.09,1.0,4.24,Gas Giant
2.0,1.0,218.47,0.404,0.74,12.895,1010.6994,322.355,844.0,3.0,5960.0,1.3650000000000002,1.13,-0.17,1.0,4.24,Gas Giant
1.0,1.0,456.1,0.08,1.25,12.895,982.05,630.5,612.0,2.0,6304.0,1.505,1.25,-0.03,1.0,4.43,Gas Giant
1.0,1.0,14.2767,0.115,0.1228,9.17,60.5,27.425,817.5,2.0,5080.0,2.94,1.21,-0.08,1.0,3.58,Gas Giant
1.0,1.0,8615.41549088,0.082013,8.416586,15.475000000000001,6363.40183,0.125,806.0,2.0,5418.0,1.02,1.06,0.14500000000000002,5.0,4.41,Gas Giant
1.0,1.0,1173.0,0.123,2.306,13.275,511.7063,0.505,229.5,2.0,5620.0,1.41,1.19,0.29,1.0,4.05,Gas Giant
1.0,1.0,871.0,0.08,1.83,13.275,495.8148,0.58,159.5,1.0,4806.0,4.1,1.07,0.05,1.0,3.31,Gas Giant
1.0,1.0,3999.0,0.16,5.14,10.695,673.7996,0.18,100.0,2.0,5701.0,1.85,1.21,-0.18,1.0,3.99,Gas Giant
2.0,1.0,572.38,0.73,1.34,13.74,2660.2371,2904.22,1172.5,2.0,5790.0,1.13,1.12,0.01,1.0,4.38,Gas Giant
1.0,1.0,1202.05198926,0.475886,2.373375,13.74,2234.17873,0.66,315.5,2.5,6291.0,1.225,1.23,0.12,5.0,4.355,Gas Giant
1.0,1.0,26.6904,0.104,0.191,13.275,222.481,1021.5,1669.0,2.0,5894.0,1.93,1.31,0.27,1.0,4.4,Gas Giant
1.0,1.0,5.09071,0.1,0.051,4.15,5.57,26.0,573.0,1.5,4385.0,0.67,0.68,-0.08,1.0,4.69,Neptune-like
1.0,1.0,872.6,0.03,1.9,10.695,673.79622,0.505,159.5,2.0,5038.0,5.69,1.57,-0.19,1.0,3.09,Gas Giant
1.0,1.0,528.07,0.8191,1.167,12.895,4338.2,0.16999999999999998,169.5,1.0,5027.0,0.77,0.75,-0.37,1.0,4.6,Gas Giant
1.0,1.0,730.59998,0.1,1.6,12.895,829.5363,1.71,256.0,2.0,5974.0,1.07,1.12,-0.13,1.0,4.43,Gas Giant
1.0,1.0,1211.17,0.406,2.37,13.275,485.32641,0.505,229.5,2.0,5843.0,1.49,1.21,0.29,1.0,4.15,Gas Giant
