sy_snum,sy_pnum,pl_orbper,pl_orbeccen,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,planet_type
1.0,1.0,0.53991524,0.057,165.55,0.79,0.83,80.0,613.0,2.0,5254.0,0.81,0.84,-0.07,1.0,4.56,Terrestrial
1.0,1.0,153.979578,0.245,3.0300000000000002,2.73,11.649999999999999,7.795,439.5,2.0,5655.0,0.93,0.95,-0.03,1.0,4.49,Neptune-like
1.0,1.0,20.925392,0.225,60.515,1.3,4.04,1053.0,791.0,2.0,5956.0,1.19,1.09,0.09,1.0,4.32,Super Earth
1.0,1.0,5.79180156,0.0305,0.051,1.68,3.6500000000000004,970.85,1589.0,2.0,6319.0,1.4,1.25,0.06,1.0,4.24,Super Earth
1.0,3.0,1.732342,0.0805,0.028,1.32,3.6500000000000004,396.795,1480.0,0.5,5774.0,1.04,0.55,-0.17,5.0,4.39,Super Earth
1.0,3.0,13.5405,0.095,0.11,2.24,11.649999999999999,129.0,1480.0,1.5,5774.0,1.04,0.835,-0.09,5.0,4.39,Neptune-like
1.0,3.0,7.02573474,0.07250000000000001,0.07150000000000001,1.46,3.6500000000000004,500.5,1242.0,2.0,5866.0,1.03,1.02,-0.01,1.0,4.42,Super Earth
1.0,1.0,26.548955,0.135,3.0300000000000002,1.07,3.6500000000000004,76.15,703.0,2.0,5550.0,0.89,0.92,-0.04,1.0,4.5,Super Earth
1.0,1.0,3.38555488,0.01,21.7725,1.52,3.6500000000000004,970.85,1627.5,2.0,6297.0,1.39,1.23,0.04,1.0,4.24,Super Earth
1.0,1.0,5.49548621,0.119651,0.057499999999999996,0.94,0.83,1768.0,1304.5,2.0,5618.0,0.95,0.97,0.08,1.0,4.47,Terrestrial
1.0,1.0,2.6157554,0.0765,909.5,1.2,3.6500000000000004,219.0,741.5,2.0,5808.0,1.0,1.01,0.02,1.0,4.44,Super Earth
1.0,1.0,6.9424334,0.09,4.4,1.29,4.04,277.0,1099.0,2.0,5892.0,1.08,1.06,0.08,1.0,4.4,Super Earth
1.0,1.0,2.55314213,-0.0646435,0.0335,1.31,3.6500000000000004,144.8,1159.0,2.0,5667.0,0.92,0.95,-0.07,1.0,4.49,Super Earth
1.0,1.0,6.98471973,0.0,2.0345,1.04,3.6500000000000004,579.0,1068.5,2.0,5876.0,1.06,1.05,0.05,1.0,4.4,Super Earth
1.0,1.0,6.30560247,0.0,1.783,1.13,3.6500000000000004,67.75,834.0,1.5,4862.0,0.74,0.78,0.0,1.0,4.6,Super Earth
1.0,1.0,1.45088691,0.0,161.515,1.04,3.6500000000000004,76.15,1193.0,2.0,5545.0,0.86,0.9,-0.13,1.0,4.53,Super Earth
1.0,1.0,0.84990789,0.112088,6.220000000000001,0.84,0.83,228.05,946.5,1.5,4584.0,0.7,0.75,0.11,1.0,4.63,Terrestrial
1.0,2.0,16.709184,0.34,0.111,2.12,11.649999999999999,33.35,600.5,0.5,4623.0,0.62,0.655,-0.08,5.0,4.66,Neptune-like
1.0,2.0,28.551383,0.3145,0.158,1.9,3.6500000000000004,12.84,600.5,0.5,4623.0,0.62,0.535,-0.08,5.0,4.66,Super Earth
1.0,1.0,56.6449279,0.02,325.1435,2.11,11.649999999999999,174.5,959.0,2.0,6228.0,2.15,1.47,0.12,1.0,3.94,Neptune-like
1.0,1.0,6.28385491,0.173,2.2893235,0.8,0.83,284.0,870.5,2.0,6022.0,1.23,1.12,0.07,1.0,4.31,Terrestrial
1.0,1.0,4.83817712,0.0,0.7450000000000001,1.49,3.6500000000000004,13.549999999999999,478.0,0.0,3208.0,0.3,0.28,0.48,1.0,4.93,Super Earth
1.0,1.0,9.32807355,0.053469499999999996,3.0300000000000002,0.6,0.83,144.8,833.5,2.0,5645.0,0.91,0.94,-0.07,1.0,4.49,Terrestrial
1.0,1.0,13.3997099,0.14300000000000002,57.5585,1.61,3.6500000000000004,249.55,806.0,2.0,6069.0,1.13,1.1,0.0,1.0,4.37,Super Earth
1.0,1.0,3.5827463,0.06,0.044805,1.79,3.6500000000000004,374.3,1760.0,2.0,5538.0,0.91,0.94,0.08,1.0,4.5,Super Earth
1.0,1.0,15.6049212,0.0093,325.065,1.52,3.6500000000000004,163.5,1256.0,2.0,6681.0,1.75,1.45,0.06,1.0,4.12,Super Earth
1.0,1.0,9.4060467,0.0385,3.0535,1.33,3.6500000000000004,1064.0,1207.0,2.0,5933.0,1.22,1.08,0.07,1.0,4.3,Super Earth
1.0,1.0,7.84931739,0.055,0.07150000000000001,0.76,0.83,109.55,1434.5,2.0,5817.0,0.99,0.96,-0.14,1.0,4.43,Terrestrial
1.0,1.0,0.99166527,0.1325,2.1452199999999997,1.09,3.6500000000000004,174.0,1289.0,2.0,6166.0,1.25,1.18,0.08,1.0,4.32,Super Earth
1.0,2.0,10.139623,0.34,0.082,2.38,11.649999999999999,33.35,600.5,2.0,4625.0,0.66,0.975,-0.08,5.0,4.65,Neptune-like
1.0,2.0,43.595792,0.1385,0.218,3.41,11.649999999999999,2.385,396.0,0.0,4625.0,0.66,0.135,-0.0085,5.0,4.65,Neptune-like
1.0,1.0,7.61760804,0.14300000000000002,2.29,1.14,3.6500000000000004,249.55,798.0,2.0,6053.0,1.16,1.11,0.03,1.0,4.35,Super Earth
1.0,1.0,8.18504949,0.063,57.5375,1.27,3.6500000000000004,249.55,806.0,2.0,6082.0,1.16,1.1,0.01,1.0,4.35,Super Earth
1.0,1.0,3.05710069,0.245,0.04419,1.54,3.6500000000000004,750.85,1500.5,2.0,6213.0,1.28,1.18,0.04,1.0,4.29,Super Earth
1.0,1.0,174.509835,0.29,3.61,3.17,11.649999999999999,5.79,256.5,1.5,4995.0,0.77,0.81,0.02,1.0,4.59,Neptune-like
1.0,1.0,2.71603809,0.0385,4.4,1.06,3.6500000000000004,1064.0,1207.0,2.0,5946.0,1.08,1.06,0.03,1.0,4.39,Super Earth
1.0,1.0,4.56380468,0.057,165.027,1.23,3.6500000000000004,64.03,613.0,2.0,5203.0,0.8,0.84,-0.02,1.0,4.56,Super Earth
1.0,1.0,66.373379,0.0105,3.0300000000000002,1.9,3.6500000000000004,27.9,615.5,2.0,5706.0,0.92,0.95,-0.11,1.0,4.49,Super Earth
1.0,1.0,2.94654179,0.2815,0.0385,1.06,3.6500000000000004,970.85,1124.5,2.0,6377.0,1.39,1.25,0.02,1.0,4.24,Super Earth
1.0,1.0,4.34195123,0.0385,2.0255,0.95,4.529999999999999,1064.0,1207.0,2.5,5940.0,1.09,1.07,0.04,1.0,4.39,Terrestrial
1.0,1.0,122.363553,0.0285,159.5,1.62,3.6500000000000004,14.28,818.5,2.0,5767.0,0.99,0.99,0.02,1.0,4.45,Super Earth
2.0,1.0,228.776,0.0069,0.7048,8.449,105.833,0.435,843.5,1.0,4450.0,0.65,0.69,-0.3,4.0,4.65,Gas Giant
1.0,3.0,4.309397,0.506503,0.05511,1.715,3.6500000000000004,122.0,919.0,2.5,5471.0,1.12,1.205,0.0024999999999999988,5.0,4.44,Super Earth
1.0,3.0,13.699429,0.506503,0.1192,3.76,11.649999999999999,55.25,919.0,0.5,5471.0,1.12,0.56,0.14,5.0,4.32,Neptune-like
1.0,3.0,30.0,0.1315,0.17,42.551,100.0,268.0,1156.0,2.0,5471.0,1.12,0.9249999999999999,0.26,5.0,4.32,Gas Giant
1.0,2.0,386.370548,0.245,165.55,3.13,11.649999999999999,0.935,231.5,2.0,5214.0,0.82,0.86,0.07,1.0,4.55,Neptune-like
1.0,2.0,7.29804993,0.125,3.61,1.942,3.6500000000000004,162.5,821.5,1.5,5119.0,0.83,0.82,0.1,1.0,4.51,Super Earth
1.0,1.0,2.20921951,0.0375,2.0145,0.82,3.13,579.0,1452.0,2.0,5869.0,1.07,1.04,0.05,1.0,4.4,Terrestrial
1.0,1.0,11.17931605,0.014,21.7975,1.34,3.6500000000000004,970.85,1627.5,2.0,6296.0,1.36,1.22,0.02,1.0,4.25,Super Earth
1.0,1.0,2.27163926,0.0045000000000000005,21.766,1.29,4.04,125.5,959.0,2.0,6241.0,1.31,1.21,0.07,1.0,4.28,Super Earth
1.0,1.0,0.68368426,0.0,3.61,1.41,3.6500000000000004,129.46,854.5,1.5,4976.0,0.76,0.81,0.02,1.0,4.59,Super Earth
1.0,1.0,85.7565495,0.057,165.55,1.08,3.6500000000000004,35.35,613.0,2.0,5280.0,0.82,0.86,-0.01,1.0,4.55,Super Earth
1.0,1.0,196.435224,0.05,161.385,2.07,3.6500000000000004,22.915,478.5,2.0,5422.0,0.86,0.9,0.01,1.0,4.53,Super Earth
1.0,1.0,13.6473676,0.37034999999999996,2.1879999999999997,0.92,0.695,211.0,1006.0,2.0,6116.0,1.21,1.14,0.05,1.0,4.33,Terrestrial
1.0,1.0,16.4735686,0.0,6.220000000000001,1.73,3.6500000000000004,17.555,560.5,1.5,4992.0,0.72,0.75,-0.24,1.0,4.61,Super Earth
1.0,1.0,114.34219,0.0492,23.884999999999998,2.22,11.649999999999999,192.0,545.5,2.0,6132.0,1.27,1.18,0.1,1.0,4.29,Neptune-like
1.0,2.0,4.921355,0.11399999999999999,0.054,2.12,3.6500000000000004,27.425,781.5,2.5,5078.0,0.81,1.125,-0.015,5.0,4.55,Super Earth
1.0,2.0,7.06424,0.11399999999999999,0.068,2.05,3.6500000000000004,27.425,781.5,1.5,5078.0,0.81,0.8049999999999999,-0.05,5.0,4.55,Super Earth
1.0,1.0,8.70181574,0.055,161.385,1.61,3.6500000000000004,49.95,765.0,2.0,5383.0,0.87,0.91,0.1,1.0,4.52,Super Earth
1.0,1.0,5.1762429,-0.0397665,0.052,0.81,0.83,1858.76,1551.5,2.0,5605.0,0.93,0.94,0.01,1.0,4.49,Terrestrial
1.0,1.0,3.91795101,0.1581205,0.048850000000000005,1.03,3.6500000000000004,144.8,908.0,2.0,5643.0,0.94,0.96,0.03,1.0,4.48,Super Earth
1.0,1.0,1.5184299,0.1475,3.028385,2.08,3.6500000000000004,1664.0,991.5,2.0,6005.0,1.12,1.08,0.01,1.0,4.37,Super Earth
1.0,1.0,3.9466141,0.075,1.3235000000000001,1.49,3.6500000000000004,162.5,821.5,1.5,5121.0,0.76,0.79,-0.17,1.0,4.58,Super Earth
1.0,1.0,47.3126192,0.045,2.5345,2.06,3.6500000000000004,500.5,641.0,2.0,5865.0,1.05,1.04,0.06,1.0,4.42,Super Earth
1.0,1.0,6.76284377,0.085,0.0665,1.02,3.6500000000000004,902.5,1627.5,2.0,6266.0,1.34,1.21,0.02,1.0,4.26,Super Earth
1.0,1.0,27.4785572,0.0225,4.39,1.2,3.6500000000000004,174.0,1052.0,2.0,6167.0,1.22,1.15,0.01,1.0,4.32,Super Earth
1.0,1.0,6.10826019,0.0093,0.0665,1.26,3.6500000000000004,163.5,918.0,2.0,6620.0,1.65,1.41,0.04,1.0,4.15,Super Earth
1.0,1.0,23.6225913,0.0765,909.5,0.76,0.83,219.0,741.5,2.0,5852.0,1.0,1.0,-0.07,1.0,4.44,Terrestrial
1.0,2.0,6.919798,0.055,0.069,1.26,3.6500000000000004,109.55,1434.5,1.0,5816.0,0.96,0.7,0.045,5.0,4.44,Super Earth
1.0,2.0,19.446355,0.055,0.137,3.03,11.649999999999999,109.55,871.0,0.0,5816.0,0.96,0.415,0.06,5.0,4.44,Neptune-like
1.0,1.0,101.951829,0.0492,4.39,1.61,3.6500000000000004,174.0,545.5,2.0,6157.0,1.23,1.15,0.03,1.0,4.31,Super Earth
1.0,1.0,92.263714,0.0492,4.39,2.16,11.649999999999999,174.0,545.0,2.5,6158.0,1.24,1.15,0.03,1.0,4.31,Neptune-like
1.0,1.0,10.8118737,0.2425,10.19,1.47,3.6500000000000004,578.8,1399.0,2.0,6436.0,1.5,1.31,0.04,1.0,4.2,Super Earth
1.0,1.0,4.36128348,0.0765,909.5,1.31,3.6500000000000004,145.5,741.5,2.0,5772.0,1.0,1.0,0.04,1.0,4.44,Super Earth
1.0,1.0,3.29030452,0.0,2.2649999999999997,5.7,11.649999999999999,36.5,603.5,0.0,3636.0,0.47,0.5,0.06,1.0,4.78,Neptune-like
1.0,1.0,287.378949,0.092,161.645,6.06,11.649999999999999,2.13,351.0,2.0,5677.0,0.94,0.96,0.01,1.0,4.48,Neptune-like
1.0,1.0,4.13962966,0.0,0.048,2.02,3.6500000000000004,163.5,1725.5,2.0,6826.0,1.85,1.51,0.04,1.0,4.08,Super Earth
1.0,1.0,7.20283653,0.0,105.0385,3.69,11.649999999999999,540.5,765.0,2.0,5445.0,0.84,0.87,-0.1,1.0,4.54,Neptune-like
1.0,1.0,76.378033,0.33,3.27,6.43,11.649999999999999,1.015,366.5,0.0,3724.0,0.52,0.55,0.17,1.0,4.74,Neptune-like
1.0,1.0,3.87595807,0.024,991.0,0.77,0.83,145.5,741.5,2.0,5776.0,1.01,1.01,0.05,1.0,4.44,Terrestrial
1.0,2.0,7.810937,0.0805,0.078,1.05,3.6500000000000004,396.795,1480.0,2.5,5776.0,0.92,1.15,-0.31,5.0,4.52,Super Earth
1.0,2.0,21.347262,0.095,0.152,2.26,11.649999999999999,129.0,710.0,0.5,5776.0,0.92,0.635,-0.221,5.0,4.52,Neptune-like
1.0,1.0,509.997402,0.29500000000000004,2.77,2.19,11.649999999999999,0.9199999999999999,246.0,0.5,4736.0,0.63,0.66,-0.46,1.0,4.66,Neptune-like
1.0,1.0,4.09513932,-0.2593295,0.047,1.35,3.6500000000000004,73.35,1159.0,2.0,5679.0,0.95,0.97,0.04,1.0,4.47,Super Earth
1.0,1.0,448.303558,0.355,59.755,2.47,11.649999999999999,4.095000000000001,443.5,2.0,6137.0,1.19,1.12,0.0,1.0,4.33,Neptune-like
1.0,1.0,186.404271,0.1298555,23.884999999999998,1.58,3.6500000000000004,125.5,545.0,2.0,6256.0,1.32,1.2,0.02,1.0,4.27,Super Earth
1.0,1.0,374.876239,0.01795,3.0300000000000002,3.19,11.649999999999999,1.4100000000000001,270.0,2.0,5474.0,0.89,0.92,0.02,1.0,4.51,Neptune-like
1.0,1.0,469.63111,0.11,161.515,3.64,11.649999999999999,1.4100000000000001,231.5,2.0,5347.0,0.85,0.89,0.06,1.0,4.53,Neptune-like
1.0,1.0,425.47785,0.10300000000000001,159.5,3.23,11.649999999999999,1.7950000000000002,282.0,2.0,5797.0,1.02,1.01,0.03,1.0,4.43,Neptune-like
1.0,1.0,6.10960324,0.065,0.0665,0.89,0.83,109.55,983.5,2.0,5789.0,1.02,1.02,0.07,1.0,4.43,Terrestrial
1.0,1.0,259.33683,0.024,909.5,1.87,3.6500000000000004,145.5,741.5,2.0,5710.0,0.95,0.97,-0.01,1.0,4.47,Super Earth
1.0,1.0,9.878482,0.365,59.755,2.58,11.649999999999999,192.0,1098.5,2.5,6150.0,1.18,1.12,-0.03,1.0,4.34,Neptune-like
1.0,3.0,5.03503,0.09,0.058,1.41,3.6500000000000004,277.0,1099.0,2.0,5888.0,1.15,1.115,0.095,5.0,4.33,Super Earth
1.0,3.0,10.945723,0.16999999999999998,0.097,2.73,11.649999999999999,500.5,1099.0,1.0,5888.0,1.15,0.765,0.0175,5.0,4.33,Neptune-like
1.0,3.0,28.986769,0.08,0.187,2.45,20.549999999999997,500.5,675.0,1.0,5888.0,1.15,0.78,0.11,5.0,4.33,Neptune-like
1.0,1.0,7.5844126,0.1565,10.185,4.82,20.549999999999997,970.85,1019.5,2.0,6324.0,1.43,1.27,0.1,1.0,4.23,Neptune-like
1.0,2.0,19.672266,0.02,59.755,3.11,11.649999999999999,174.0,1098.5,2.0,6152.0,1.19,1.12,-0.02,1.0,4.34,Neptune-like
1.0,2.0,32.657212,0.02,59.755,2.95,11.649999999999999,174.0,1025.0,2.0,6152.0,1.19,1.12,-0.02,1.0,4.34,Neptune-like
1.0,2.0,12.2057513,0.055,106.515,3.2,11.649999999999999,51.85,724.5,2.0,5355.0,0.84,0.88,-0.01,1.0,4.54,Neptune-like
1.0,2.0,6.6513802,0.0,106.515,2.66,11.649999999999999,51.85,724.5,2.0,5355.0,0.84,0.88,-0.01,1.0,4.54,Neptune-like
1.0,1.0,5.342657,0.2,0.057999999999999996,2.32,11.649999999999999,306.25,987.0,1.5,4916.0,0.85,0.84,0.29000000000000004,5.0,4.5,Neptune-like
1.0,1.0,21.0907758,0.021,161.515,1.88,3.6500000000000004,40.35,863.5,2.0,5499.0,0.86,0.89,-0.1,1.0,4.53,Super Earth
1.0,1.0,16.1779561,0.0285,159.5,1.78,3.6500000000000004,109.55,923.5,2.0,5812.0,1.02,1.02,0.04,1.0,4.43,Super Earth
1.0,1.0,4.48558383,0.14500000000000002,1.972,1.23,3.6500000000000004,12.185,344.5,0.0,3299.0,0.26,0.24,0.04,1.0,5.01,Super Earth
2.0,1.0,1107.5923,0.0581,2.7205,11.874,483.0,0.505,229.5,2.0,6210.0,1.79,1.22,-0.14,1.0,4.02,Gas Giant
1.0,2.0,8.689099,0.155,1.432,1.017,3.6500000000000004,2.21,307.0,0.0,3240.0,0.23,0.2,-0.15,2.0,5.0,Super Earth
1.0,2.0,19.53527,0.155,1.432,1.06,3.6500000000000004,0.75,234.0,0.0,3240.0,0.23,0.2,-0.15,2.0,5.0,Super Earth
1.0,2.0,8.180848,0.1805,0.072,2.32,11.649999999999999,64.53,894.0,1.0,5211.0,0.77,1.065,-0.045000000000000005,5.0,4.54,Neptune-like
1.0,2.0,15.31299,0.1265,0.11,2.23,11.649999999999999,38.85,829.5,0.5,5211.0,0.77,0.5449999999999999,-0.355,5.0,4.54,Neptune-like
1.0,1.0,1.53818001,0.01,1165.0,0.96,0.83,6.23,438.0,0.0,3410.0,0.33,0.33,-0.11,1.0,3.675,Terrestrial
2.0,1.0,9.87863917,0.13,2.76,1.84,3.6500000000000004,12.7,464.5,0.0,3713.0,0.5,0.52,-0.16,1.0,4.775,Super Earth
1.0,1.0,38.09722,0.065,0.1654,1.6,3.6500000000000004,0.81,268.0,0.0,3638.0,0.38,0.4,-0.3,1.0,4.88,Super Earth
1.0,1.0,140.2524,0.15,0.4706,2.17,14.0,0.98,284.0,1.5,4807.0,0.69,0.72,-0.18,1.0,4.62,Neptune-like
1.0,1.0,1047.8356,0.26,2.026,9.18,158.915,0.3,206.0,2.0,5597.0,1.18,1.01,-0.088,1.0,4.3,Gas Giant
1.0,1.0,11.8728787,0.03215,0.103,2.213,5.0,155.0,1038.0,2.0,6148.0,1.03,1.03,-0.24,1.0,4.36,Neptune-like
1.0,2.0,31.562,0.838,0.1974,15.830000000000002,47.8,142.04500000000002,951.5,2.0,6071.0,1.1,1.03,0.1055,5.0,4.385,Gas Giant
1.0,2.0,1919.0,0.527,3.053,8.915,126.4,0.32,150.5,2.0,6071.0,1.1,1.03,-0.155,5.0,4.385,Gas Giant
1.0,1.0,3.84937278,0.0628,0.0544,11.994,1868.8404,3.335,983.0,3.0,6216.0,2.89,1.45,-0.18,4.0,3.67,Gas Giant
1.0,3.0,7.650254,0.03,0.072,2.27,11.649999999999999,124.15,762.0,2.5,5413.0,0.74,1.12,-0.03,5.0,4.62,Neptune-like
1.0,3.0,34.260281,0.075,0.195,2.38,11.649999999999999,38.8,630.0,0.0,5413.0,0.74,0.435,-0.32,5.0,4.62,Neptune-like
1.0,3.0,1.55400393,0.0,106.515,1.73,3.6500000000000004,51.85,724.5,2.0,5350.0,0.83,0.88,-0.03,1.0,4.55,Super Earth
2.0,1.0,175.06,0.057,0.633,3.87,17.0,0.88,243.0,1.0,5100.0,0.76,0.84,-0.12,2.0,4.66,Neptune-like
1.0,1.0,17.6046,0.205,3.36,3.304,11.649999999999999,5.1,427.0,0.0,3844.0,0.63,0.61,-0.05500000000000001,5.0,4.63,Neptune-like
1.0,1.0,14.3868,0.10300000000000001,0.1195,3.033,11.649999999999999,158.45,909.0,3.5,5735.81,1.3599999999999999,1.025,0.37,2.0,4.199999999999999,Neptune-like
1.0,1.0,11.9548,0.0185,165.55,2.839,11.649999999999999,27.425,748.5,2.0,5049.84,0.78,0.84,-0.013,2.0,4.58,Neptune-like
1.0,2.0,25.8476,0.07150000000000001,31.9,2.883,11.649999999999999,970.85,1627.5,2.5,6293.0,1.15,1.23,0.11499999999999999,5.0,4.41,Neptune-like
1.0,2.0,40.7157,0.14250000000000002,21.866,3.236,11.649999999999999,970.85,1058.0,2.5,6293.0,1.15,1.23,0.11499999999999999,5.0,4.41,Neptune-like
1.0,1.0,83.5781,0.035,60.515,2.984,11.649999999999999,107.05,641.5,3.5,5941.54,1.09,1.09,-0.26,2.0,4.4,Neptune-like
1.0,1.0,15.434,0.027805,991.0,4.348,20.549999999999997,145.5,867.5,2.0,5542.0,1.02,0.98,0.16999999999999998,5.0,4.41,Neptune-like
1.0,2.0,9.51216,0.1935,2.35,2.78,11.649999999999999,446.725,560.5,0.5,4303.0,0.71,0.67,-0.08,5.0,4.56,Neptune-like
1.0,2.0,1.60932005,0.0,3.36,1.901,3.6500000000000004,62.695,761.0,0.0,4224.0,0.6,0.61,-0.2,1.0,4.66,Super Earth
2.0,4.0,4.3931539,0.0,0.04825,1.718,3.6500000000000004,43.25,918.0,1.5,4884.0,0.75,0.78,0.02,1.0,4.58,Super Earth
2.0,4.0,7.406106,0.0,0.0684,1.674,3.6500000000000004,43.25,771.0,1.5,4884.0,0.75,0.78,0.02,1.0,4.58,Super Earth
2.0,4.0,21.80379,0.0,0.1404,1.238,3.6500000000000004,17.9,538.0,1.5,4884.0,0.75,0.78,0.02,1.0,4.58,Super Earth
2.0,4.0,1071.23205,0.29,1.883,10.16,321.00669,0.645,134.0,1.5,4884.0,0.75,0.78,0.02,1.0,4.58,Gas Giant
1.0,1.0,20.4998,0.0743215,4.4,3.356,11.649999999999999,109.55,741.0,1.0,5838.0,1.52,1.05,0.125,5.0,4.1,Neptune-like
1.0,1.0,4.16787,0.0185,105.025,1.326,3.6500000000000004,162.5,1012.0,3.5,5135.55,0.93,0.87,0.25,2.0,4.44,Super Earth
1.0,1.0,150.878,0.0492,4.39,2.97,11.649999999999999,192.0,545.5,3.5,6131.95,1.09,1.16,-0.25,2.0,4.43,Neptune-like
1.0,1.0,33.7888,0.02,59.755,2.936,11.649999999999999,164.5,665.5,3.5,6014.95,1.13,1.11,0.228,2.0,4.38,Neptune-like
1.0,1.0,62.5611,0.0305,159.5,3.206,11.649999999999999,48.5,667.5,3.5,5473.91,0.88,0.96,0.056,2.0,4.53,Neptune-like
1.0,1.0,63.0382,0.0700885,4.4,3.125,11.649999999999999,92.05,641.0,3.5,5853.19,1.13,1.06,0.254,2.0,4.36,Neptune-like
1.0,1.0,29.9221,0.08,0.17415,3.377,11.649999999999999,500.5,675.0,3.5,5878.3,1.06,0.98,0.135,2.0,4.25,Neptune-like
1.0,1.0,22.064,0.1,59.755,2.702,14.0,164.5,665.5,3.5,6013.72,1.25,1.11,0.108,2.0,4.29,Neptune-like
1.0,1.0,147.974,0.0765,833.0,3.304,11.649999999999999,145.5,741.5,1.0,5754.0,0.83,1.03,0.0,5.0,4.61,Neptune-like
1.0,1.0,9.75376,0.195,0.089,2.069,3.6500000000000004,355.5,871.0,2.0,5501.0,0.87,0.96,0.060000000000000005,5.0,4.54,Super Earth
1.0,2.0,4.425391,0.01,0.056,1.46,3.6500000000000004,902.5,1627.5,2.0,6282.0,1.11,0.975,0.01,5.0,4.42,Super Earth
1.0,2.0,13.193242,0.085,0.116,2.69,11.649999999999999,902.5,1627.5,0.5,6282.0,1.11,0.65,0.005,5.0,4.42,Neptune-like
1.0,1.0,8.77424,0.1396,2.1315,1.36,3.6500000000000004,115.5,955.5,1.5,5021.0,0.72,0.83,-0.005,5.0,4.64,Super Earth
1.0,1.0,69.8956,0.033455,0.3265,2.553,11.649999999999999,27.9,776.5,3.5,5756.4,0.985,1.005,0.106,2.0,4.455,Neptune-like
1.0,1.0,14.8334,0.045805,909.5,2.889,11.649999999999999,145.5,741.5,3.5,5619.12,0.84,0.99,-0.048,2.0,4.58,Neptune-like
1.0,1.0,15.0337,0.06,1.704,1.875,5.970000000000001,598.5,837.0,2.0,5429.0,0.9,0.95,0.027999999999999997,5.0,4.51,Super Earth
1.0,1.0,47.7055,0.169,6.220000000000001,2.871,11.649999999999999,4.51,466.5,3.5,4706.54,0.67,0.75,0.127,2.0,4.67,Neptune-like
1.0,1.0,20.4905,0.26,0.15050000000000002,2.577,11.649999999999999,355.5,648.0,2.0,5484.0,0.84,0.96,0.09,5.0,4.58,Neptune-like
1.0,1.0,9.30987,0.0765,909.5,1.426,3.6500000000000004,145.5,741.5,3.5,5714.96,1.2,1.02,0.077,2.0,4.29,Super Earth
1.0,1.0,5.77954,0.1350965,1.7955,1.656,3.6500000000000004,30.25,644.0,0.5,4132.0,0.73,0.65,-0.12,5.0,4.53,Super Earth
1.0,1.0,5.62012,0.34,0.06705,1.262,3.6500000000000004,33.35,746.0,3.5,4632.11,0.6799999999999999,1.155,-0.046,2.0,3.575,Super Earth
1.0,1.0,8.483,0.127,0.08149999999999999,0.947,0.83,426.245,1143.5,3.5,5731.43,1.0,1.02,-0.146,2.0,4.45,Terrestrial
1.0,5.0,3.250619,0.0,0.04,1.13,3.6500000000000004,129.46,854.5,2.0,4997.0,0.76,0.97,0.035,5.0,4.58,Super Earth
1.0,5.0,6.195469,0.0,0.062,1.21,3.6500000000000004,129.46,854.5,1.5,4997.0,0.76,0.815,0.035,5.0,4.58,Super Earth
1.0,5.0,8.348125,0.0,0.075,1.25,3.6500000000000004,129.46,854.5,1.0,4997.0,0.76,0.775,0.035,5.0,4.58,Super Earth
1.0,5.0,13.767102,0.344,0.105,2.2,11.649999999999999,17.555,829.0,1.5,4997.0,0.76,0.885,-0.004999999999999999,5.0,4.58,Neptune-like
1.0,5.0,87.090195,0.088,0.359,2.58,11.649999999999999,17.555,512.0,0.0,4997.0,0.76,0.19,0.02,5.0,4.58,Neptune-like
1.0,1.0,234.636,0.05,3.0300000000000002,2.811,20.549999999999997,1.4100000000000001,270.0,2.0,5404.0,0.86,0.94,-0.015000000000000001,5.0,4.54,Neptune-like
1.0,1.0,3.8482,0.0,59.755,1.835,3.6500000000000004,310.5,791.0,2.5,6000.0,1.13,1.11,0.07500000000000001,5.0,4.38,Super Earth
1.0,1.0,5.95966,0.0435,105.032,1.112,3.6500000000000004,162.5,844.5,1.5,5146.0,0.87,0.87,0.20500000000000002,5.0,4.5,Super Earth
1.0,2.0,12.0999,0.03,1.6955,1.289,3.6500000000000004,601.5,1150.0,3.5,5432.34,0.88,0.95,0.026,2.0,4.53,Super Earth
1.0,2.0,5.36370993,0.06,0.063,0.977,0.83,76.15,1185.0,2.0,5553.0,1.1,0.94,0.16,1.0,4.33,Terrestrial
1.0,1.0,3.89526,0.1,3.61,1.18,3.6500000000000004,129.46,822.5,1.5,4954.0,0.76,0.82,-0.165,5.0,4.59,Super Earth
1.0,1.0,4.7329,0.506503,0.0521,1.119,3.6500000000000004,122.0,1071.5,3.5,5473.19,0.99,0.96,-0.035,2.0,4.43,Super Earth
1.0,1.0,65.9409,0.024,991.0,2.81,11.649999999999999,145.5,741.5,1.0,5712.0,1.2,1.02,0.045,5.0,4.29,Neptune-like
1.0,1.0,33.4969,0.1565,6.220000000000001,1.26,3.6500000000000004,11.98,505.0,3.5,4681.53,0.77,0.75,0.034,2.0,4.54,Super Earth
1.0,1.0,1.2107,0.0,1.531915,1.073,3.6500000000000004,129.46,854.5,2.0,4975.03,0.74,0.82,0.08,2.0,4.61,Super Earth
1.0,1.0,3.49082,0.13,0.03955,1.567,3.6500000000000004,1858.76,751.5,3.5,5575.53,1.05,1.06,0.225,2.0,4.395,Super Earth
